SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,160 27th St,San Francisco,CA,94110,4650000,4,3.5,San Francisco,3500,2850,1900,1,1329,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/160-27th-St-94110/home/1793188,San Francisco MLS,421593988,N,Y,37.7472449,-122.4238422
MLS Listing,,Condo/Co-op,249 Shipley St #2,San Francisco,CA,94107,768000,1,1.5,San Francisco,892,5591,1999,1,861,754,Active,September-12-2021 02:30 PM,September-12-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/249-Shipley-94107/unit-2/home/12396891,San Francisco MLS,421593818,N,Y,37.7788907,-122.40378
MLS Listing,,Single Family Residential,669 Marina Blvd,San Francisco,CA,94123,8998000,5,5.0,San Francisco,4752,4944,1931,1,1894,,Active,September-12-2021 01:30 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/669-Marina-Blvd-94123/home/582205,San Francisco MLS,421593475,N,Y,37.8052133,-122.4449164
MLS Listing,,Condo/Co-op,270 Henry St #201,San Francisco,CA,94114,1488000,2,2.0,San Francisco,1084,4428,1996,1,1373,495,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/270-Henry-St-94114/unit-201/home/148060203,San Francisco MLS,421593414,N,Y,37.7666438,-122.4370234
MLS Listing,,Condo/Co-op,1816 23rd St,San Francisco,CA,94107,899000,2,1.0,San Francisco,1134,6825,1988,2,793,600,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1816-23rd-St-94107/home/1874262,San Francisco MLS,421591828,N,Y,37.7549818,-122.3980981
MLS Listing,,Condo/Co-op,2831 Polk St #1,San Francisco,CA,94109,2250000,2,2.5,San Francisco,,,1924,2,,538,Active,September-11-2021 03:00 PM,September-11-2021 05:00 PM,http://www.redfin.com/CA/San-Francisco/2831-Polk-St-94109/unit-1/home/39591886,San Francisco MLS,421592728,N,Y,37.8028958,-122.4234306
MLS Listing,,Single Family Residential,2400 Pacheco St,SAN FRANCISCO,CA,94116,1195000,2,1.5,SAN FRANCISCO,1200,2060,1949,3,996,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2400-Pacheco-St-94116/home/943553,MLSListings,ML81861647,N,Y,37.7502325,-122.4861305
MLS Listing,,Single Family Residential,542 27th Ave,SAN FRANCISCO,CA,94121,2995000,3,4.0,SAN FRANCISCO,3810,2400,1999,4,786,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/542-27th-Ave-94121/home/2007755,MLSListings,ML81861532,N,Y,37.7791442,-122.4865593
MLS Listing,,Condo/Co-op,461 2nd St Unit C118,San Francisco,CA,94107,750000,1,1.0,San Francisco,672,56167,1907,4,1116,651,Active,September-11-2021 02:30 PM,September-11-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/461-2nd-St-94107/unit-C118/home/1203053,San Francisco MLS,421589274,N,Y,37.783797,-122.3937191
MLS Listing,,Condo/Co-op,1688 Pine St Unit W404,San Francisco,CA,94109,799000,1,1.0,San Francisco,694,35482,2016,5,1151,689,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1688-Pine-St-94109/unit-W404/home/109079509,San Francisco MLS,421591931,N,Y,37.789363121,-122.4233618
MLS Listing,,Condo/Co-op,253 Oak St,San Francisco,CA,94102,999000,2,1.0,San Francisco,1000,,1912,5,999,315,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/253-Oak-St-94102/home/40615584,San Francisco MLS,421591920,N,Y,37.7747818,-122.4234512
MLS Listing,,Single Family Residential,209 South Hill Blvd,San Francisco,CA,94112,1380000,2,1.0,San Francisco,1364,4499,1927,19,1012,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/209-S-Hill-Blvd-94112/home/793588,San Francisco MLS,421579021,N,Y,37.71011,-122.4303341
MLS Listing,,Condo/Co-op,2000 Ellis St #205,San Francisco,CA,94115,749000,1,1.0,San Francisco,595,8090,2013,19,1259,466,Active,,,http://www.redfin.com/CA/San-Francisco/2000-Ellis-St-94115/unit-205/home/55244549,San Francisco MLS,421587794,N,Y,37.7816364,-122.439602
MLS Listing,,Condo/Co-op,1998 Broadway #807,San Francisco,CA,94109,1350000,2,2.0,San Francisco,1030,15195,1964,31,1311,1288,Active,,,http://www.redfin.com/CA/San-Francisco/1998-Broadway-94109/unit-807/home/1865773,San Francisco MLS,421583886,N,Y,37.7953251,-122.4298254
MLS Listing,,Single Family Residential,618 Mangels Ave,San Francisco,CA,94127,1798000,3,3.0,San Francisco,1920,3746,1912,37,936,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/618-Mangels-Ave-94127/home/1719034,San Francisco MLS,421582030,N,Y,37.7332736,-122.4516557
MLS Listing,,Condo/Co-op,163 Shipley St,San Francisco,CA,94107,875000,2,1.0,San Francisco,801,10427,1992,45,1092,599,Active,,,http://www.redfin.com/CA/San-Francisco/163-Shipley-94107/home/1950146,San Francisco MLS,421576170,N,Y,37.7805383,-122.4018925
MLS Listing,,Condo/Co-op,248 Myrtle St,San Francisco,CA,94109,775000,2,1.0,San Francisco,975,3828,1900,131,795,461,Active,,,http://www.redfin.com/CA/San-Francisco/248-Myrtle-St-94109/home/1491675,San Francisco MLS,421544867,N,Y,37.7851652,-122.4222724
MLS Listing,,Condo/Co-op,157 Octavia St Unit A,San Francisco,CA,94102,995000,1,1.0,San Francisco,1028,5211,1900,1,968,400,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/157-Octavia-St-94102/unit-A/home/2018292,San Francisco MLS,421594079,N,Y,37.773618,-122.4241808
MLS Listing,,Condo/Co-op,2245 Cabrillo Ave #3,San Francisco,CA,94121,759000,1,1.0,San Francisco,822,2887,1924,1,923,300,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2245-Cabrillo-St-94121/unit-3/home/11742991,BAREIS,421594061,N,Y,37.7743399,-122.4829798
MLS Listing,,Condo/Co-op,2265 Broadway St #1,San Francisco,CA,94115,2325000,3,,San Francisco,1512,5500,1923,1,1538,975,Active,,,http://www.redfin.com/CA/San-Francisco/2265-Broadway-94115/unit-1/home/1498539,San Francisco MLS,421592338,N,Y,37.794057,-122.434205
MLS Listing,,Condo/Co-op,460 - B Carl St,San Francisco,CA,94117,799000,1,1.0,San Francisco,590,,1990,1,1354,372,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/460B-Carl-St-94117/home/1237039,San Francisco MLS,421594038,N,Y,37.765463,-122.4565621
MLS Listing,,Condo/Co-op,1483 Sutter St #621,San Francisco,CA,94109,749000,1,1.0,San Francisco,775,48636,1993,1,966,755,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1483-Sutter-St-94109/unit-621/home/573517,San Francisco MLS,421592467,N,Y,37.7869544,-122.4241886
MLS Listing,,Condo/Co-op,1721 Baker St,San Francisco,CA,94115,1700000,2,2.0,San Francisco,1859,1375,1890,1,914,265,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1721-Baker-St-94115/home/12354268,San Francisco MLS,421593689,N,Y,37.7873065,-122.4438517
MLS Listing,,Single Family Residential,1138 Key,SAN FRANCISCO,CA,94124,1150000,4,3.0,SAN FRANCISCO,1920,4199,1910,1,599,,Active,,,http://www.redfin.com/CA/San-Francisco/1138-Key-Ave-94124/home/757175,MLSListings,ML81860598,N,Y,37.7205934,-122.3985207
MLS Listing,,Single Family Residential,83 Lyell St,San Francisco,CA,94112,1285000,3,2.0,San Francisco,1625,2495,1937,1,791,,Active,September-14-2021 02:00 PM,September-14-2021 03:30 PM,http://www.redfin.com/CA/San-Francisco/83-Lyell-St-94112/home/2022525,San Francisco MLS,421593729,N,Y,37.7314239,-122.431402
MLS Listing,,Multi-Family (5+ Unit),669 Ellis St,San Francisco,CA,94109,3195000,2,,San Francisco,7654,2363,1909,1,417,,Active,,,http://www.redfin.com/CA/San-Francisco/669-Ellis-St-94109/home/1029801,San Francisco MLS,421593998,N,Y,37.7841331,-122.4171498
MLS Listing,,Condo/Co-op,3324 - 3330 19th St Unit 3326A,San Francisco,CA,94110,795000,3,2.0,San Francisco,896,2696,,1,887,500,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3324-19th-St-94110/unit-3326A/home/176360403,San Francisco MLS,421593476,N,Y,37.7605405,-122.417664
MLS Listing,,Single Family Residential,11 Hiliritas Ave,San Francisco,CA,94131,3925000,5,4.5,San Francisco,3683,2505,2017,1,1066,,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/11-Hiliritas-Ave-94131/home/144064424,San Francisco MLS,421592695,N,Y,37.7376669,-122.4370142
MLS Listing,,Multi-Family (2-4 Unit),,San Francisco,CA,94118,1580000,3,2.0,San Francisco,1680,1158,1900,1,940,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94118/home/592233,San Francisco MLS,421590378,N,Y,37.7828951,-122.4493947
MLS Listing,,Condo/Co-op,385 Tehama St,San Francisco,CA,94103,1279000,1,1.0,San Francisco,1566,21547,1996,1,817,772,Active,,,http://www.redfin.com/CA/San-Francisco/385-Tehama-St-94103/home/12417622,San Francisco MLS,421593997,N,Y,37.7814033,-122.4039064
MLS Listing,,Condo/Co-op,245 5th St #106,San Francisco,CA,94103,1279000,1,1.0,San Francisco,1566,21547,1996,1,817,772,Active,,,http://www.redfin.com/CA/San-Francisco/245-5th-St-94103/unit-106/home/722343,San Francisco MLS,421593996,N,Y,37.7812923,-122.4038089
MLS Listing,,Multi-Family (2-4 Unit),584 - 586 Mississippi St,San Francisco,CA,94107,1800000,3,,San Francisco,1800,2495,,1,1000,,Active,,,http://www.redfin.com/CA/San-Francisco/584-Mississippi-St-94107/home/955981,San Francisco MLS,421593797,N,Y,37.7590041,-122.3944936
MLS Listing,,Multi-Family (2-4 Unit),739 - 741 Clayton St,San Francisco,CA,94117,3125000,5,1.0,San Francisco,3400,3123,1904,1,919,,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/739-Clayton-St-94117/unit-741/home/109055724,San Francisco MLS,421593796,N,Y,37.7680678,-122.4485642
MLS Listing,,Condo/Co-op,555 4th St #440,San Francisco,CA,94107,789000,1,,San Francisco,757,63237,2006,1,1042,661,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-440/home/12402568,San Francisco MLS,421593780,N,Y,37.7791203,-122.3971915
MLS Listing,,Multi-Family (2-4 Unit),430 2nd Ave,San Francisco,CA,94118,2595000,8,4.0,San Francisco,3944,2996,1965,1,658,,Active,,,http://www.redfin.com/CA/San-Francisco/430-2nd-Ave-94118/home/2021232,San Francisco MLS,421573026,N,Y,37.7805541,-122.4596171
MLS Listing,,Condo/Co-op,1725 Hyde #3,San Francisco,CA,94109,995000,2,2.0,San Francisco,,,,1,,283,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1725-Hyde-St-94109/unit-3/home/40372570,San Francisco MLS,421592670,N,Y,37.7967218,-122.4188006
MLS Listing,,Single Family Residential,250 Santa Paula Ave,San Francisco,CA,94127,4197600,4,4.5,San Francisco,3172,4647,1926,1,1323,,Active,,,http://www.redfin.com/CA/San-Francisco/250-Santa-Paula-Ave-94127/home/1429448,San Francisco MLS,421592699,N,Y,37.7359074,-122.4634205
MLS Listing,,Condo/Co-op,175 Langton St #4,San Francisco,CA,94103,1050000,2,2.0,San Francisco,1692,3747,1999,1,621,571,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/175-Langton-St-94103/unit-4/home/12397256,San Francisco MLS,421593327,N,Y,37.7754423,-122.4070966
MLS Listing,,Single Family Residential,457 Duboce Ave,San Francisco,CA,94117,1995000,3,1.0,San Francisco,1338,2748,1900,1,1491,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/457-Duboce-Ave-94114/home/1073447,San Francisco MLS,421593777,N,Y,37.7691929,-122.4304779
MLS Listing,,Condo/Co-op,1322 Natoma St Unit A,San Francisco,CA,94103,710000,1,1.0,San Francisco,576,,1907,1,1233,,Active,,,http://www.redfin.com/CA/San-Francisco/1322-Natoma-St-94103/unit-A/home/22043174,San Francisco MLS,421586444,N,Y,37.7679483,-122.4186984
MLS Listing,,Single Family Residential,161 Miramar Ave,SAN FRANCISCO,CA,94112,999888,4,2.0,SAN FRANCISCO,1619,3933,1920,1,618,,Active,September-12-2021 03:00 PM,September-12-2021 05:30 PM,http://www.redfin.com/CA/San-Francisco/161-Miramar-Ave-94112/home/1328654,MLSListings,ML81862296,N,Y,37.7210988,-122.4584228
MLS Listing,,Single Family Residential,746 4th Ave,San Francisco,CA,94118,3700000,3,2.5,San Francisco,2940,3720,1915,1,1259,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/746-4th-Ave-94118/home/1749120,San Francisco MLS,421591894,N,Y,37.7747484,-122.4614303
MLS Listing,,Single Family Residential,337 Warren Dr,San Francisco,CA,94131,3095000,4,4.0,San Francisco,2843,2950,1960,1,1089,,Active,September-12-2021 03:00 PM,September-12-2021 06:00 PM,http://www.redfin.com/CA/San-Francisco/337-Warren-Dr-94131/home/1612514,San Francisco MLS,421593461,N,Y,37.7553132,-122.4616957
MLS Listing,,Condo/Co-op,2169 Folsom St Unit M205,San Francisco,CA,94110,2500000,3,2.0,San Francisco,2485,,2001,1,1006,891,Active,September-12-2021 10:30 AM,September-12-2021 12:30 PM,http://www.redfin.com/CA/San-Francisco/2169-Folsom-St-94110/unit-M205/home/1449861,San Francisco MLS,421588821,N,Y,37.762607,-122.4147099
MLS Listing,,Condo/Co-op,600 - A Missouri St Unit A,San Francisco,CA,94107,1595000,2,3.0,San Francisco,1738,2500,2004,1,918,,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/600A-Missouri-St-94107/unit-A/home/176359154,San Francisco MLS,421593418,N,Y,37.758719,-122.39647
MLS Listing,,Condo/Co-op,2412 Harrison St #111,San Francisco,CA,94110,1195000,2,2.0,San Francisco,1369,15313,2002,1,873,766,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2412-Harrison-St-94110/unit-111/home/864181,San Francisco MLS,421593758,N,Y,37.7585658,-122.4129303
MLS Listing,,Condo/Co-op,8100 Oceanview Ter #114,San Francisco,CA,94132,699000,2,2.0,San Francisco,1019,3256295,2002,1,686,718,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/8100-Oceanview-Ter-94132/unit-114/home/872244,San Francisco MLS,421592132,N,Y,37.7104704,-122.4667311
MLS Listing,,Single Family Residential,686 28th St,San Francisco,CA,94131,3695000,4,3.5,San Francisco,3300,2848,1900,1,1120,,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/686-28th-St-94131/home/1956456,San Francisco MLS,421580863,N,Y,37.7448564,-122.4375872
MLS Listing,,Condo/Co-op,1910 Divisadero St #4,San Francisco,CA,94115,798000,2,1.0,San Francisco,845,2748,1912,1,944,224,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1910-Divisadero-St-94115/unit-4/home/176358769,San Francisco MLS,421593770,N,Y,37.7873682,-122.4400223
MLS Listing,,Condo/Co-op,46 Service St,San Francisco,CA,94123,1195000,2,1.0,San Francisco,1095,1873,1961,1,1091,,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/46-Service-St-94123/home/1968490,San Francisco MLS,421593527,N,Y,37.7991135,-122.4384722
MLS Listing,,Condo/Co-op,48 Service St,San Francisco,CA,94123,1215000,2,1.0,San Francisco,1095,1873,1961,1,1110,,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/48-Service-St-94123/home/176358766,San Francisco MLS,421593542,N,Y,37.7991376,-122.4384889
MLS Listing,,Single Family Residential,2051 31st Ave,San Francisco,CA,94116,1098000,2,2.0,San Francisco,1358,2996,1945,1,809,,Active,September-12-2021 09:00 AM,September-12-2021 12:00 PM,http://www.redfin.com/CA/San-Francisco/2051-31st-Ave-94116/home/1927564,San Francisco MLS,421592833,N,Y,37.7489661,-122.4892122
MLS Listing,,Single Family Residential,1356 Dolores St,San Francisco,CA,94110,2895000,4,2.5,San Francisco,2398,2247,1900,1,1207,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1356-Dolores-St-94110/home/806072,San Francisco MLS,421591916,N,Y,37.74753,-122.425099
MLS Listing,,Condo/Co-op,350 Alabama St #9,San Francisco,CA,94110,1299999,2,2.0,San Francisco,1695,,2003,1,767,825,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/350-Alabama-St-94110/unit-9/home/1982715,San Francisco MLS,421593347,N,Y,37.7647622,-122.4125694
MLS Listing,,Condo/Co-op,2250 24th St #319,SAN FRANCISCO,CA,94107,698000,2,1.0,SAN FRANCISCO,809,,1989,1,863,596,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2250-24th-St-94107/unit-319/home/735765,MLSListings,ML81862237,N,Y,37.7538812,-122.4022601
MLS Listing,,Condo/Co-op,1100 Eddy St Unit H,SAN FRANCISCO,CA,94109,788000,2,2.0,SAN FRANCISCO,892,,1992,1,883,446,Active,September-12-2021 01:30 PM,September-12-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/1100-Eddy-St-94109/unit-H/home/1948198,MLSListings,ML81862205,N,Y,37.7825064,-122.4258879
MLS Listing,,Multi-Family (2-4 Unit),1808 47th Ave,San Francisco,CA,94122,1595000,6,4.0,San Francisco,2934,2186,1965,1,544,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1808-47th-Ave-94122/home/2010732,San Francisco MLS,421593730,N,Y,37.7526713,-122.5062289
MLS Listing,,Multi-Family (2-4 Unit),20 Oakwood St,San Francisco,CA,94110,1995000,4,3.0,San Francisco,3160,1929,1926,1,631,,Active,,,http://www.redfin.com/CA/San-Francisco/20-Oakwood-St-94110/home/1003958,San Francisco MLS,421593731,N,Y,37.7610672,-122.4252679
MLS Listing,,Single Family Residential,,San Francisco,CA,94121,1199000,3,1.0,Outer Richmond,1401,3000,1922,1,856,,Active,,,http://www.redfin.com/CA/San-Francisco/Undisclosed-address-94121/home/612662,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966699,N,Y,37.7803422,-122.5049295
MLS Listing,,Single Family Residential,65 Homestead St,San Francisco,CA,94114,2095000,3,3.5,San Francisco,2477,3125,1911,1,846,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/65-Homestead-94114/home/798595,San Francisco MLS,421590676,N,Y,37.749805,-122.439264
MLS Listing,,Condo/Co-op,1729 - 1733 Stockton St Unit B,San Francisco,CA,94133,395000,0,1.0,San Francisco,218,2475,,1,1812,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1729-Stockton-St-94133/unit-B/home/175613785,San Francisco MLS,421593311,N,Y,37.8017661,-122.4097651
MLS Listing,,Single Family Residential,691 Marina Blvd,San Francisco,CA,94123,6950000,4,4.0,San Francisco,4491,3170,1937,1,1548,,Active,,,http://www.redfin.com/CA/San-Francisco/691-Marina-Blvd-94123/home/1188748,San Francisco MLS,421592139,N,Y,37.8052024,-122.4453139
MLS Listing,,Single Family Residential,73 Florentine St,San Francisco,CA,94112,995000,2,1.0,San Francisco,1285,2700,1925,1,774,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/73-Florentine-St-94112/home/2037720,San Francisco MLS,421591500,N,Y,37.7123451,-122.4432957
MLS Listing,,Condo/Co-op,239 Brannan St Unit 11E,San Francisco,CA,94107,1549000,2,2.0,San Francisco,1137,82966,2002,1,1362,1256,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/239-Brannan-St-94107/unit-11E/home/1935741,San Francisco MLS,421582072,N,Y,37.782609,-122.3907447
MLS Listing,,Multi-Family (2-4 Unit),3510 - 3514 Divisadero St,San Francisco,CA,94123,3325000,2,3.0,San Francisco,3613,2365,1925,1,920,,Active,,,http://www.redfin.com/CA/San-Francisco/3510-Divisadero-St-94123/home/586002,San Francisco MLS,421588489,N,Y,37.8021426,-122.4429801
MLS Listing,,Single Family Residential,296 Cresta Vista Dr,San Francisco,CA,94127,2995000,4,3.5,San Francisco,3596,,2009,1,833,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/296-Cresta-Vista-Dr-94127/home/28939420,San Francisco MLS,421590495,N,Y,37.7354001,-122.4533365
MLS Listing,,Single Family Residential,320 Woodside Ave,San Francisco,CA,94127,1595000,3,2.0,San Francisco,1752,6185,1952,1,910,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/320-Woodside-Ave-94127/home/1395298,San Francisco MLS,421593520,N,Y,37.7454922,-122.4533487
MLS Listing,,Condo/Co-op,3500 Wawona St,San Francisco,CA,94116,495000,0,1.0,San Francisco,,1746,,1,,150,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3500-Wawona-St-94116/home/176357523,San Francisco MLS,421593581,N,Y,37.7363208,-122.5044156
MLS Listing,,Multi-Family (2-4 Unit),245 - 247 5th Ave,San Francisco,CA,94118,1600000,4,3.0,San Francisco,2373,3000,1900,1,674,,Active,,,http://www.redfin.com/CA/San-Francisco/245-5th-Ave-94118/home/1812512,San Francisco MLS,421585514,N,Y,37.7839441,-122.4637486
MLS Listing,,Multi-Family (5+ Unit),375 14th St,San Francisco,CA,94103,2995000,0,,San Francisco,9284,7200,1925,1,323,,Active,,,http://www.redfin.com/CA/San-Francisco/375-14th-St-94103/home/1710825,San Francisco MLS,421592536,N,Y,37.7679557,-122.4216406
MLS Listing,,Single Family Residential,2920 Franklin St,San Francisco,CA,94123,6250000,5,5.5,San Francisco,4665,2187,2019,1,1340,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2920-Franklin-St-94123/home/1594444,San Francisco MLS,421593577,N,Y,37.8015348,-122.4260117
MLS Listing,,Condo/Co-op,3536 Taraval St,San Francisco,CA,94116,1595000,3,2.0,San Francisco,1411,2499,2017,1,1130,408,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3536-Taraval-St-94116/home/144756602,San Francisco MLS,421591151,N,Y,37.7419151,-122.5041797
MLS Listing,,Condo/Co-op,88 King St #1208,San Francisco,CA,94107,1749000,3,2.0,San Francisco,1412,82157,2000,1,1239,1160,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/88-King-St-94107/unit-1208/home/12397345,San Francisco MLS,421561041,N,Y,37.7807011,-122.3892619
MLS Listing,,Single Family Residential,3817 26th St,San Francisco,CA,94131,2195000,4,2.5,San Francisco,2047,1751,1960,1,1072,,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/3817-26th-St-94131/home/1567035,San Francisco MLS,421593228,N,Y,37.7484558,-122.4254234
MLS Listing,,Condo/Co-op,148 Prospect Ave,San Francisco,CA,94110,995000,2,1.0,San Francisco,916,1784,1900,1,1086,253,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/148-Prospect-Ave-94110/home/1987385,San Francisco MLS,421592051,N,Y,37.742933,-122.4192905
MLS Listing,,Single Family Residential,42 Prospect Ave,San Francisco,CA,94110,2995000,4,3.0,San Francisco,2232,1750,,1,1342,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/42-Prospect-Ave-94110/home/1371143,San Francisco MLS,421593399,N,Y,37.7445465,-122.4182448
MLS Listing,,Condo/Co-op,1 Hawthorne St Unit 7G,San Francisco,CA,94105,1050000,1,1.0,San Francisco,863,,,1,1217,830,Active,,,http://www.redfin.com/CA/San-Francisco/1-Hawthorne-St-94105/unit-7G/home/40138662,San Francisco MLS,421565963,N,Y,37.7857425,-122.3988969
MLS Listing,,Condo/Co-op,1950 Gough St #507,San Francisco,CA,94109,665000,0,1.0,San Francisco,650,8284,1926,1,1023,517,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1950-Gough-St-94109/unit-507/home/1846279,San Francisco MLS,421592473,N,Y,37.7915672,-122.425711
MLS Listing,,Condo/Co-op,52 Innes Ct #309,San Francisco,CA,94124,898000,2,2.0,San Francisco,1210,19792,2017,1,742,686,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/52-Innes-Ct-94124/unit-309/home/169576530,San Francisco MLS,421592948,N,Y,37.7276224,-122.3674287
MLS Listing,,Condo/Co-op,843 South South Van Ness Ave #6,San Francisco,CA,94110,1225000,2,2.0,San Francisco,1266,8627,2003,1,968,440,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/843-S-Van-Ness-Ave-94110/unit-6/home/1857994,San Francisco MLS,421592914,N,Y,37.7597096,-122.4167958
MLS Listing,,Condo/Co-op,1001 Pine St #811,San Francisco,CA,94109,579000,0,1.0,San Francisco,450,18906,,1,1287,432,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-811/home/2026184,San Francisco MLS,421592189,N,Y,37.7904838,-122.4127464
MLS Listing,,Condo/Co-op,3166 26th St #2,San Francisco,CA,94110,1049000,2,2.0,San Francisco,1550,2328,2001,1,677,300,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/3166-26th-St-94110/unit-2/home/997448,San Francisco MLS,421591933,N,Y,37.7495135,-122.4133224
