SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,151 Alice B. Toklas Pl #401,San Francisco,CA,94109,679000,1,1.0,San Francisco,655,25240,1920,1,1037,803,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/151-Alice-B-Toklas-94109/unit-401/home/1999275,San Francisco MLS,421593678,N,Y,37.7851019,-122.4205839
MLS Listing,,Condo/Co-op,601 Van Ness Ave #948,San Francisco,CA,94102,399000,0,1.0,San Francisco,523,105806,1982,1,763,850,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-948/home/576273,San Francisco MLS,421592273,N,Y,37.7811165,-122.4213309
MLS Listing,,Single Family Residential,316 Surrey St,San Francisco,CA,94131,1498000,2,1.0,San Francisco,1181,1995,1908,1,1268,,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/316-Surrey-St-94131/home/1380062,San Francisco MLS,421573619,N,Y,37.7360131,-122.4368718
MLS Listing,,Condo/Co-op,8 Russian Hill Pl #1,San Francisco,CA,94133,2195000,1,2.0,San Francisco,1281,1515,1908,1,1714,300,Active,,,http://www.redfin.com/CA/San-Francisco/8-Russian-Hill-Pl-94133/unit-1/home/176357522,San Francisco MLS,421593105,N,Y,37.7984763,-122.414997
MLS Listing,,Condo/Co-op,1663 Beach St,San Francisco,CA,94123,3295000,4,3.0,San Francisco,2748,3437,1935,1,1199,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1663-Beach-St-94123/home/144063517,San Francisco MLS,421591994,N,Y,37.8043685,-122.4363453
MLS Listing,,Condo/Co-op,650 Chestnut St #209,San Francisco,CA,94133,1195000,2,2.0,San Francisco,1275,17644,1995,1,937,770,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/650-Chestnut-St-94133/unit-209/home/1897888,San Francisco MLS,421591206,N,Y,37.803934,-122.414117
MLS Listing,,Single Family Residential,369 Pacheco St,San Francisco,CA,94116,2895000,4,4.0,San Francisco,3225,3327,1926,1,898,51,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/369-Pacheco-St-94116/home/1621001,San Francisco MLS,421591511,N,Y,37.7492889,-122.463375
MLS Listing,,Condo/Co-op,2200 Pacific Ave Unit 2A,San Francisco,CA,94115,1680000,2,2.0,San Francisco,1856,14450,1962,1,905,1736,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2200-Pacific-Ave-94115/unit-2A/home/1339979,San Francisco MLS,421592796,N,Y,37.7939819,-122.4317719
MLS Listing,,Single Family Residential,679 39th Ave,San Francisco,CA,94121,1895000,5,3.0,San Francisco,2120,2683,1924,1,894,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/679-39th-Ave-94121/home/1508272,San Francisco MLS,421592953,N,Y,37.7760288,-122.4997681
MLS Listing,,Condo/Co-op,89 Goethe St #15,Daly City,CA,94014,799000,2,2.0,Daly City,1275,9988,2005,1,627,464,Active,,,http://www.redfin.com/CA/Daly-City/89-Goethe-St-94014/unit-15/home/2100424,San Francisco MLS,421593064,N,Y,37.7081149,-122.4587988
MLS Listing,,Multi-Family (2-4 Unit),1089 - 1093 Kansas St,San Francisco,CA,94107,1398000,4,1.0,San Francisco,2050,2500,1912,1,682,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1089-Kansas-St-94107/home/1550120,San Francisco MLS,421576225,N,Y,37.755924,-122.4024592
MLS Listing,,Condo/Co-op,855 Folsom St #511,San Francisco,CA,94107,1399000,2,2.0,San Francisco,1380,55687,2001,1,1014,804,Active,,,http://www.redfin.com/CA/San-Francisco/855-Folsom-St-94107/unit-511/home/12398154,San Francisco MLS,421593467,N,Y,37.7810381,-122.4022553
MLS Listing,,Condo/Co-op,4445 17th St,San Francisco,CA,94114,1095000,1,1.0,San Francisco,,2544,1908,1,,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/4445-17th-St-94114/home/1796157,San Francisco MLS,421592797,N,Y,37.7617984,-122.4441361
MLS Listing,,Single Family Residential,358 San Carlos St,San Francisco,CA,94110,2995000,3,3.5,San Francisco,2429,,1880,1,1233,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/358-San-Carlos-St-94110/home/1955118,San Francisco MLS,421593496,N,Y,37.7576376,-122.4199668
MLS Listing,,Condo/Co-op,1966 Pacific Ave #204,San Francisco,CA,94123,1485000,2,2.0,San Francisco,1115,9187,1956,1,1332,700,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1966-Pacific-Ave-94109/unit-204/home/1898530,San Francisco MLS,421589658,N,Y,37.794519,-122.427738
MLS Listing,,Condo/Co-op,945 Treat Ave,San Francisco,CA,94110,3495000,4,3.5,San Francisco,2762,3750,,1,1265,669,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/945-Treat-Ave-94110/home/176357521,San Francisco MLS,421584033,N,Y,37.755162,-122.4130121
MLS Listing,,Condo/Co-op,2412 Harrison St #210,San Francisco,CA,94110,1195000,2,2.0,San Francisco,1410,15313,2002,1,848,764,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2412-Harrison-St-94110/unit-210/home/1125110,San Francisco MLS,421593719,N,Y,37.7585658,-122.4129303
MLS Listing,,Condo/Co-op,237 Greenwich St,San Francisco,CA,94133,585000,1,1.0,San Francisco,,3293,1900,1,,225,Active,September-12-2021 03:30 PM,September-12-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/237-Greenwich-St-94133/home/540180,San Francisco MLS,421593521,N,Y,37.8027713,-122.404105
MLS Listing,,Condo/Co-op,1001 Pine St #809,San Francisco,CA,94109,769000,1,1.0,San Francisco,616,18906,1963,1,1248,636,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1001-Pine-St-94109/unit-809/home/1135226,San Francisco MLS,421592070,N,Y,37.7904838,-122.4127464
MLS Listing,,Condo/Co-op,2259 Clay St,San Francisco,CA,94115,4200000,3,3.0,San Francisco,3063,,1935,1,1371,1120,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2259-Clay-St-94115/home/1617741,San Francisco MLS,421593580,N,Y,37.790944,-122.430229
MLS Listing,,Condo/Co-op,279 2nd Ave,San Francisco,CA,94118,1295000,2,1.0,San Francisco,1239,3000,1906,1,1045,315,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/279-2nd-Ave-94118/home/847321,San Francisco MLS,421593382,N,Y,37.783548,-122.460493
MLS Listing,,Condo/Co-op,2322 North Point St,San Francisco,CA,94123,1795000,2,2.5,San Francisco,1442,2188,1929,1,1245,325,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/2322-N-Point-St-94123/home/12402528,San Francisco MLS,421592018,N,Y,37.8026289,-122.4456333
MLS Listing,,Condo/Co-op,949 Treat Ave,San Francisco,CA,94110,1149000,2,1.0,San Francisco,,3750,,1,,352,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/949-Treat-Ave-94110/home/176357520,San Francisco MLS,421584197,N,Y,37.7551054,-122.4130061
MLS Listing,,Condo/Co-op,515 Pierce St #3,San Francisco,CA,94117,925000,1,1.0,San Francisco,978,2925,1923,1,946,300,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/515-Pierce-St-94117/unit-3/home/1716282,San Francisco MLS,421588126,N,Y,37.7747486,-122.4346474
MLS Listing,,Condo/Co-op,1943 Lyon St,San Francisco,CA,94115,2390000,3,2.0,San Francisco,1705,2625,1900,1,1402,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1943-Lyon-St-94115/home/1513457,San Francisco MLS,421590169,N,Y,37.788886,-122.445969
MLS Listing,,Single Family Residential,2375 46th Ave,San Francisco,CA,94116,1095000,3,1.0,San Francisco,1300,2996,1947,1,842,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2375-46th-Ave-94116/home/1894881,San Francisco MLS,421588125,N,Y,37.7422494,-122.5049519
MLS Listing,,Condo/Co-op,800 York St,San Francisco,CA,94110,1079000,2,1.5,San Francisco,1173,1735,1911,1,920,343,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/800-York-St-94110/home/12355107,San Francisco MLS,421583585,N,Y,37.759115,-122.409006
MLS Listing,,Condo/Co-op,1836 Golden Gate Ave,San Francisco,CA,94115,1695000,3,2.0,San Francisco,1965,3699,1913,1,863,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1836-Golden-Gate-Ave-94115/home/1608495,San Francisco MLS,421566473,N,Y,37.7787099,-122.440912
MLS Listing,,Condo/Co-op,601 Van Ness Ave #19,San Francisco,CA,94102,859000,2,2.0,San Francisco,1022,105806,1982,1,841,1130,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-19/home/1236411,San Francisco MLS,421593497,N,Y,37.7811165,-122.4213309
MLS Listing,,Condo/Co-op,155 Harriet St #10,San Francisco,CA,94103,829000,2,2.0,San Francisco,980,9595,2001,1,846,690,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/155-Harriet-St-94103/unit-10/home/1320719,San Francisco MLS,421593213,N,Y,37.7775178,-122.4050445
MLS Listing,,Condo/Co-op,1250 Ellis St #8,San Francisco,CA,94109,1195000,3,2.0,San Francisco,1310,105581,1962,1,912,1092,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1250-Ellis-St-94109/unit-8/home/12401721,San Francisco MLS,421590173,N,Y,37.7834238,-122.426769
MLS Listing,,Condo/Co-op,941 Treat Ave,San Francisco,CA,94110,1695000,2,2.0,San Francisco,1287,3889,,1,1317,431,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/941-Treat-Ave-94110/home/721691,San Francisco MLS,421584174,N,Y,37.7552109,-122.4131331
MLS Listing,,Single Family Residential,2210 Cecilia Ave,San Francisco,CA,94116,1298000,3,3.0,San Francisco,2421,2543,,1,536,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2210-Cecilia-Ave-94116/home/1827335,San Francisco MLS,421593085,N,Y,37.7466575,-122.4719116
MLS Listing,,Condo/Co-op,5264 3rd St #202,San Francisco,CA,94124,698888,2,2.0,San Francisco,825,5787,1993,1,847,435,Active,,,http://www.redfin.com/CA/San-Francisco/5264-3rd-St-94124/unit-202/home/1213606,San Francisco MLS,421593646,N,Y,37.7298231,-122.3927897
MLS Listing,,Single Family Residential,34 Vienna St,San Francisco,CA,94112,829000,1,1.0,San Francisco,840,2500,,1,987,,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/34-Vienna-St-94112/home/1503556,San Francisco MLS,421593625,N,Y,37.7282394,-122.4248232
MLS Listing,,Condo/Co-op,123 Corwin St Unit A,San Francisco,CA,94114,995000,2,1.0,San Francisco,,2541,1962,1,,185,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/123-Corwin-St-94114/unit-A/home/110052293,San Francisco MLS,421593283,N,Y,37.7573582,-122.4407155
MLS Listing,,Multi-Family (2-4 Unit),2667 - 2669 21st St,San Francisco,CA,94110,1800000,4,,San Francisco,2720,2435,1924,1,662,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2667-21st-St-94110/home/733388,San Francisco MLS,421593708,N,Y,37.7574538,-122.4082249
MLS Listing,,Multi-Family (2-4 Unit),20 Hancock St,San Francisco,CA,94114,2995000,5,4.0,San Francisco,2648,2848,1902,1,1131,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/20-Hancock-St-94114/home/1613122,San Francisco MLS,421570421,N,Y,37.7606698,-122.4288375
MLS Listing,,Condo/Co-op,2695 46th Ave,San Francisco,CA,94116,1095000,3,2.0,San Francisco,1400,1746,1955,1,782,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2695-46th-Ave-94116/home/1921730,San Francisco MLS,421589165,N,Y,37.736313,-122.504479
MLS Listing,,Multi-Family (2-4 Unit),79 - 81 Cervantes Blvd,San Francisco,CA,94123,2895000,4,,San Francisco,3132,3300,1924,1,924,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/79-Cervantes-Blvd-94123/home/556708,San Francisco MLS,421591717,N,Y,37.803612,-122.4388501
MLS Listing,,Condo/Co-op,8200 Oceanview Ter #413,San Francisco,CA,94132,619000,1,1.0,San Francisco,782,,2002,1,792,645,Active,,,http://www.redfin.com/CA/San-Francisco/8200-Oceanview-Ter-94132/unit-413/home/22898446,San Francisco MLS,421587730,N,Y,37.7099731,-122.4675313
MLS Listing,,Condo/Co-op,159 Lexington St,San Francisco,CA,94110,849000,2,1.0,San Francisco,777,2001,1908,1,1093,290,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/159-Lexington-St-94110/home/69371595,San Francisco MLS,421593366,N,Y,37.7608751,-122.4205609
MLS Listing,,Single Family Residential,1457 10th Ave,San Francisco,CA,94122,3195000,4,3.5,San Francisco,2827,3000,1910,1,1130,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1457-10th-Ave-94122/home/1071770,San Francisco MLS,421593675,N,Y,37.7610248,-122.4674118
MLS Listing,,Multi-Family (2-4 Unit),619 - 621 17th Ave,San Francisco,CA,94121,1985000,4,2.0,San Francisco,3300,2996,1926,1,602,,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/619-17th-Ave-94121/home/1071472,San Francisco MLS,421593676,N,Y,37.7762555,-122.4761881
MLS Listing,,Condo/Co-op,258 - A 3rd Ave,San Francisco,CA,94118,899000,2,1.0,San Francisco,1048,3015,1910,1,858,,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/258-3rd-Ave-94118/home/167264359,San Francisco MLS,421590897,N,Y,37.7838897,-122.4610539
MLS Listing,,Condo/Co-op,1299 Bush St #802,San Francisco,CA,94109,1699000,3,2.0,San Francisco,1582,5170,2009,1,1074,928,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/1299-Bush-St-94109/unit-802/home/21999881,San Francisco MLS,421593376,N,Y,37.788709,-122.418398
MLS Listing,,Condo/Co-op,739 - 741 Clayton St #739,San Francisco,CA,94117,1575000,3,1.0,San Francisco,,3123,1904,1,,250,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/739-Clayton-St-94117/unit-739/home/109055321,San Francisco MLS,421593582,N,Y,37.7681397,-122.4483581
MLS Listing,,Condo/Co-op,1839 15th St #252,San Francisco,CA,94103,849000,1,1.0,San Francisco,833,,1983,1,1019,628,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1839-15th-St-94103/unit-252/home/1678923,San Francisco MLS,421548160,N,Y,37.7654182,-122.4248381
MLS Listing,,Condo/Co-op,1080 Chestnut St Unit 11D,San Francisco,CA,94109,3150000,3,3.5,San Francisco,2330,,1962,1,1352,3300,Active,,,http://www.redfin.com/CA/San-Francisco/1080-Chestnut-St-94109/unit-11D/home/12400056,San Francisco MLS,421592236,N,Y,37.803057,-122.4210212
MLS Listing,,Condo/Co-op,201 Folsom St Unit 4G,San Francisco,CA,94105,1789000,2,2.0,San Francisco,1401,75406,2016,1,1277,1245,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-4G/home/108607063,San Francisco MLS,421584804,N,Y,37.7891848,-122.3919008
MLS Listing,,Condo/Co-op,300 Berry St #1107,San Francisco,CA,94158,875000,1,1.0,San Francisco,732,,2009,1,1195,626,Active,,,http://www.redfin.com/CA/San-Francisco/300-Berry-St-94158/unit-1107/home/23455335,BAREIS,421592865,N,Y,37.77393,-122.396241
MLS Listing,,Single Family Residential,1319 41st Ave,SAN FRANCISCO,CA,94122,1295000,3,1.5,SAN FRANCISCO,1300,2996,1950,1,996,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1319-41st-Ave-94122/home/2000060,MLSListings,ML81862166,N,Y,37.7621116,-122.5009127
MLS Listing,,Multi-Family (2-4 Unit),31-33 Boardman Pl,SAN FRANCISCO,CA,94103,1695000,6,2.0,SAN FRANCISCO,3252,3230,1939,1,521,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/31-Boardman-Pl-94103/home/2019415,MLSListings,ML81862120,N,Y,37.7748665,-122.40289
MLS Listing,,Condo/Co-op,225 Stoneridge Ln,San Francisco,CA,94134,750000,2,2.0,San Francisco,1068,,1995,1,702,498,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/225-Stoneridge-Ln-94134/home/1906739,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40966613,N,Y,37.71023,-122.426265
MLS Listing,,Condo/Co-op,1731 Powell St #401,San Francisco,CA,94133,2550000,2,2.0,San Francisco,1325,,2018,1,1925,833,Active,,,http://www.redfin.com/CA/San-Francisco/1731-Powell-St-94133/unit-401/home/160713481,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40961843,N,Y,37.8006922,-122.4112871
MLS Listing,,Single Family Residential,176 Sadowa St,SAN FRANCISCO,CA,94112,949000,2,1.0,SAN FRANCISCO,1243,3123,1941,1,763,,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/176-Sadowa-St-94112/home/1512224,MLSListings,ML81862090,N,Y,37.7124745,-122.4582791
MLS Listing,,Condo/Co-op,57 Norwich St,San Francisco,CA,94110,775000,1,1.0,San Francisco,745,1925,1900,1,1040,210,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/57-Norwich-St-94110/home/39523487,San Francisco MLS,421592791,N,Y,37.745039,-122.411568
MLS Listing,,Condo/Co-op,1545 Pine St #804,San Francisco,CA,94109,1499000,2,2.0,San Francisco,1140,14553,2017,1,1315,1097,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1545-Pine-St-94109/unit-804/home/169565978,San Francisco MLS,421592783,N,Y,37.7893082,-122.4211982
MLS Listing,,Condo/Co-op,338 Main St Unit 5H,San Francisco,CA,94105,999000,1,1.0,San Francisco,854,75406,2016,1,1170,1152,Active,,,http://www.redfin.com/CA/San-Francisco/338-Main-St-94105/unit-5H/home/109278605,San Francisco MLS,421593315,N,Y,37.7886733,-122.3914178
MLS Listing,,Multi-Family (2-4 Unit),34 - 36 Castle St,San Francisco,CA,94133,2295000,4,2.0,San Francisco,1860,1234,1907,1,1234,,Active,September-12-2021 01:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/34-36-Castle-St-94133/home/540300,San Francisco MLS,421592193,N,Y,37.8005098,-122.4050161
MLS Listing,,Condo/Co-op,1001 17th St #303,San Francisco,CA,94107,675000,1,1.0,San Francisco,,9426,2016,1,,438,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1001-17th-St-94107/unit-303/home/102135992,San Francisco MLS,421593253,N,Y,37.7650727,-122.3940731
MLS Listing,,Condo/Co-op,1523 Franklin St,San Francisco,CA,94109,3288000,3,3.0,San Francisco,2177,,,1,1510,1185,Active,,,http://www.redfin.com/CA/San-Francisco/1523-Franklin-St-94109/unit-04/home/175549007,San Francisco MLS,421593282,N,Y,37.7886202,-122.4239241
MLS Listing,,Single Family Residential,55 Lundys Ln,San Francisco,CA,94110,1049000,2,1.5,San Francisco,,1750,,1,,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/55-Lundys-Ln-94110/home/907213,San Francisco MLS,421578394,N,Y,37.7440721,-122.4185768
MLS Listing,,Condo/Co-op,2442 Broadway St,San Francisco,CA,94115,3995000,3,2.5,San Francisco,2400,6115,,1,1665,,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2442-Broadway-94115/home/176353132,San Francisco MLS,421592678,N,Y,37.794152,-122.4373363
MLS Listing,,Single Family Residential,47 Colby St,San Francisco,CA,94134,1495000,3,1.5,San Francisco,1657,2622,1937,1,902,,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/47-Colby-St-94134/home/947105,San Francisco MLS,421591742,N,Y,37.7299031,-122.4145392
MLS Listing,,Single Family Residential,245 Hamilton St,San Francisco,CA,94134,1095000,3,1.0,San Francisco,1450,3000,1930,1,755,,Active,September-12-2021 11:30 AM,September-12-2021 01:30 PM,http://www.redfin.com/CA/San-Francisco/245-Hamilton-St-94134/home/1456019,San Francisco MLS,421585114,N,Y,37.7279182,-122.4100998
MLS Listing,,Single Family Residential,1 Nordhoff St,San Francisco,CA,94131,1495000,3,2.0,San Francisco,1580,2495,1958,1,946,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1-Nordhoff-St-94131/home/1829590,San Francisco MLS,421593317,N,Y,37.733226,-122.4410397
MLS Listing,,Condo/Co-op,201 Folsom St Unit 18D,San Francisco,CA,94105,1299000,1,1.0,San Francisco,876,,2016,1,1483,1272,Active,September-12-2021 02:30 PM,September-12-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/201-Folsom-St-94105/unit-18D/home/112846166,San Francisco MLS,421590153,N,Y,37.7891848,-122.3919008
MLS Listing,,Condo/Co-op,1435 Bay St #24,San Francisco,CA,94123,995000,1,1.0,San Francisco,865,5000,1926,1,1150,495,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/1435-Bay-St-94123/unit-24/home/1634141,San Francisco MLS,421585871,N,Y,37.8032376,-122.4306535
MLS Listing,,Condo/Co-op,2501 Harrison St #2,San Francisco,CA,94110,1485000,2,2.5,San Francisco,1516,,2000,1,980,461,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/CA/San-Francisco/2501-Harrison-St-94110/unit-2/home/852875,San Francisco MLS,421584024,N,Y,37.757185,-122.412062
MLS Listing,,Condo/Co-op,3539 Webster St,San Francisco,CA,94123,2695000,4,3.0,San Francisco,2205,,,1,1222,,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/3539-Webster-St-94123/home/1161791,San Francisco MLS,421571823,N,Y,37.8033893,-122.4353775
MLS Listing,,Condo/Co-op,1170 Sacramento St Unit 8A,San Francisco,CA,94109,3650000,2,2.5,San Francisco,,2027,1963,1,,2832,Active,,,http://www.redfin.com/CA/San-Francisco/1170-Sacramento-St-94108/unit-8A/home/1514088,San Francisco MLS,421592640,N,Y,37.7929056,-122.4121403
MLS Listing,,Single Family Residential,666 37th Ave,San Francisco,CA,94121,1295000,2,1.0,San Francisco,1417,2996,1925,1,914,,Active,September-11-2021 02:30 PM,September-11-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/666-37th-Ave-94121/home/1839606,San Francisco MLS,421585119,N,Y,37.7763663,-122.4971825
MLS Listing,,Single Family Residential,163 Monterey Blvd,San Francisco,CA,94131,1395000,3,2.0,San Francisco,1075,2809,1939,1,1298,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/CA/San-Francisco/163-Monterey-Blvd-94131/home/816183,San Francisco MLS,421592530,N,Y,37.731384,-122.4389164
MLS Listing,,Townhouse,602 Capp St,San Francisco,CA,94110,1699000,3,1.5,San Francisco,1500,2210,1900,1,1133,,Active,September-12-2021 12:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/602-Capp-St-94110/home/1569471,San Francisco MLS,421586509,N,Y,37.7569533,-122.418012
MLS Listing,,Condo/Co-op,2785 Jackson St #1,San Francisco,CA,94115,2500000,3,2.0,San Francisco,1916,5490,1927,1,1305,695,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/2785-Jackson-St-94115/unit-1/home/587638,San Francisco MLS,421592468,N,Y,37.7915259,-122.4408406
MLS Listing,,Single Family Residential,148 Buena Vista Ter,San Francisco,CA,94117,2195000,2,1.0,San Francisco,,2238,1895,1,,,Active,September-12-2021 11:00 AM,September-12-2021 01:00 PM,http://www.redfin.com/CA/San-Francisco/148-Buena-Vista-Ter-94117/home/1052984,San Francisco MLS,421593099,N,Y,37.766577,-122.438701
MLS Listing,,Condo/Co-op,401 Harrison Unit 20B,San Francisco,CA,94105,1895000,2,2.0,San Francisco,1311,,2014,1,1445,1368,Active,September-12-2021 02:30 PM,September-12-2021 04:30 PM,http://www.redfin.com/CA/San-Francisco/401-Harrison-St-94105/unit-20B/home/113435735,San Francisco MLS,421590371,N,Y,37.7863747,-122.3919931
MLS Listing,,Single Family Residential,2416 Ulloa St,San Francisco,CA,94116,1599000,4,2.0,San Francisco,2064,3332,,1,775,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/2416-Ulloa-St-94116/home/1733569,San Francisco MLS,421592437,N,Y,37.7411148,-122.4824176
MLS Listing,,Condo/Co-op,4531 20th St,San Francisco,CA,94114,1995000,3,3.0,San Francisco,,,1991,1,,142,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/4531-20th-St-94114/home/1996842,San Francisco MLS,421591226,N,Y,37.7572894,-122.4385688
MLS Listing,,Condo/Co-op,1250 Clay St #103,San Francisco,CA,94108,699000,1,1.0,San Francisco,575,3000,,1,1216,675,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/CA/San-Francisco/1250-Clay-St-94108/unit-103/home/546893,San Francisco MLS,421593346,N,Y,37.7935566,-122.4136764
