SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,3800 Holland Ave #13,Dallas,TX,75219,412500,2,2.5,Marc Condo,1449,31058,2005,4,285,263,Active,,,http://www.redfin.com/TX/Dallas/3800-Holland-Ave-75219/unit-13/home/30761674,NTREIS,14654536,N,Y,32.8137774,-96.8037843
MLS Listing,,Single Family Residential,4702 Colgate Ln,Garland,TX,75042,245000,4,1.0,Forest Ridge 01,1575,7187,1965,4,156,,Active,,,http://www.redfin.com/TX/Garland/4702-Colgate-Ln-75042/home/31389860,NTREIS,14666996,N,Y,32.9190415,-96.7042094
MLS Listing,,Single Family Residential,3936 Lost Creek Dr,Dallas,TX,75224,537500,3,2.0,Oak Park Estates,2301,33193,1972,4,234,,Active,September-12-2021 12:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/3936-Lost-Creek-Dr-75224/home/30900060,NTREIS,14660865,N,Y,32.6959147,-96.8458465
MLS Listing,,Single Family Residential,12133 Cross Creek Dr,Dallas,TX,75243,482000,4,3.0,Country Forest Ph 02,3426,10454,1979,4,141,,Active,,,http://www.redfin.com/TX/Dallas/12133-Cross-Creek-Dr-75243/home/31109756,NTREIS,14666984,N,Y,32.9123365,-96.7266332
MLS Listing,,Single Family Residential,5026 Alcott St,Dallas,TX,75206,379500,2,1.0,Alcott Fitzhugh Heights,868,6795,1939,4,437,,Active,,,http://www.redfin.com/TX/Dallas/5026-Alcott-St-75206/home/30808568,NTREIS,14666966,N,Y,32.8167582,-96.7848919
MLS Listing,,Single Family Residential,1502 Ridge Rd,Rockwall,TX,75087,449900,4,3.0,Lake Ray Hubbard Estate,3082,12240,1980,4,146,,Active,,,http://www.redfin.com/TX/Rockwall/1502-Ridge-Rd-75087/home/33911118,NTREIS,14664338,N,Y,32.9105172,-96.4631229
MLS Listing,,Single Family Residential,3215 Damascus Way,Farmers Branch,TX,75234,340000,3,2.0,Chapel Hill 02,1281,7536,1958,4,265,,Active,,,http://www.redfin.com/TX/Farmers-Branch/3215-Damascus-Way-75234/home/31332843,NTREIS,14665420,N,Y,32.9176083,-96.8706394
MLS Listing,,Single Family Residential,2933 Cypress Ave,Dallas,TX,75227,115000,3,1.0,Turner Estates,929,10411,1950,4,124,,Active,,,http://www.redfin.com/TX/Dallas/2933-Cypress-Ave-75227/home/30943429,NTREIS,14666557,N,Y,32.7626576,-96.6621206
MLS Listing,,Single Family Residential,10346 Bel Aire Dr,Dallas,TX,75218,499900,3,2.0,Bel Aire Estates 1,2081,8756,2003,4,240,,Active,,,http://www.redfin.com/TX/Dallas/10346-Bel-Aire-Dr-75218/home/31022342,NTREIS,14666901,N,Y,32.8586153,-96.7032274
MLS Listing,,Single Family Residential,1507 Gillette St,Dallas,TX,75217,187000,3,1.5,Piedmont Park 01,1260,7579,1955,4,148,,Active,,,http://www.redfin.com/TX/Dallas/1507-Gillette-St-75217/home/30917011,NTREIS,14666893,N,Y,32.738224,-96.7057974
MLS Listing,,Single Family Residential,7932 Hillfawn Cir,Dallas,TX,75248,472500,4,2.0,Spring Creek,2162,11892,1966,4,219,4,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/7932-Hillfawn-Cir-75248/home/31074658,NTREIS,14666852,N,Y,32.9546859,-96.7700818
MLS Listing,,Single Family Residential,520 Wayne St,Dallas,TX,75223,239900,3,1.0,Mount Auburn,1568,7492,1924,4,153,,Active,,,http://www.redfin.com/TX/Dallas/520-Wayne-St-75223/home/30800864,NTREIS,14666880,N,Y,32.7989972,-96.7514065
MLS Listing,,Vacant Land,1608 W 12th St,Dallas,TX,75208,199999,0,,Taylor & Lowrance,,8102,,4,,,Active,,,http://www.redfin.com/TX/Dallas/1608-W-12th-St-75208/home/30832048,NTREIS,14666836,N,Y,32.740998,-96.847236
MLS Listing,,Single Family Residential,4344 N Capistrano Dr,Dallas,TX,75287,439000,3,2.5,PARKWAY VILLAGE SECTION TW O,2399,3920,1990,4,183,63,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/4344-N-Capistrano-Dr-75287/home/32030336,NTREIS,14666519,N,Y,33.006726,-96.8349952
MLS Listing,,Single Family Residential,3600 Routh St,Dallas,TX,75219,1100000,2,2.0,Oak Lawn Place,1906,4487,1979,4,577,,Active,,,http://www.redfin.com/TX/Dallas/3600-Routh-St-75219/home/30794601,NTREIS,14666829,N,Y,32.8041493,-96.8110898
MLS Listing,,Single Family Residential,6402 Covington,Dallas,TX,75214,550000,3,2.5,Covington Place,1501,6534,1941,4,366,,Active,September-12-2021 10:00 AM,September-12-2021 12:00 PM,http://www.redfin.com/TX/Dallas/6402-Covington-Ln-75214/home/30802335,NTREIS,14666620,N,Y,32.8054341,-96.7484584
MLS Listing,,Vacant Land,11232 Hillcrest Rd,Dallas,TX,75230,525000,0,,Eudora Estates 3,,14985,,4,,,Active,,,http://www.redfin.com/TX/Dallas/11232-Hillcrest-Rd-75230/home/30989164,NTREIS,14666124,N,Y,32.900879,-96.78788
MLS Listing,,Condo/Co-op,3883 Turtle Creek Blvd #1718,Dallas,TX,75219,345000,2,2.0,Twenty-One Turtle Creek Condos,1131,137606,1963,4,305,841,Active,,,http://www.redfin.com/TX/Dallas/3883-Turtle-Creek-Blvd-75219/unit-1718/home/30797513,NTREIS,14665733,N,Y,32.8153072,-96.7998987
MLS Listing,,Single Family Residential,11226 Hillcrest Rd,Dallas,TX,75230,569000,4,3.5,Eudora Estates #3,2528,14288,1960,4,225,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/11226-Hillcrest-Rd-75230/home/30989162,NTREIS,14665427,N,Y,32.9005874,-96.7879227
MLS Listing,,Multi-Family (5+ Unit),942 E Jefferson Blvd,Dallas,TX,75203,4500000,0,19.5,Diamonds,16886,43560,2021,4,266,300,Active,,,http://www.redfin.com/TX/Dallas/942-E-Jefferson-Blvd-75203/home/173533582,NTREIS,14666762,N,Y,32.752531,-96.810854
MLS Listing,,Townhouse,1519 Matilda St,Dallas,TX,75206,400000,2,2.5,Hudson Street Twnhms South,1389,1394,2010,4,288,386,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/1519-Matilda-St-75206/home/32395929,NTREIS,14666085,N,Y,32.8095764,-96.7687486
MLS Listing,,Single Family Residential,3118 Rosslynn Ct,Seagoville,TX,75159,250000,3,2.0,Highland Meadows Ph 01,1578,7187,2006,4,158,28,Active,,,http://www.redfin.com/TX/Seagoville/3118-Rosslyn-Ct-75159/home/30770553,NTREIS,14665628,N,Y,32.6917677,-96.5539238
MLS Listing,,Condo/Co-op,5609 SMU Blvd #202,Dallas,TX,75206,225000,1,1.0,Shelby Residences,752,28793,2008,4,299,,Active,,,http://www.redfin.com/TX/Dallas/5609-SMU-Blvd-75206/unit-202/home/110137403,NTREIS,14666718,N,Y,32.842467,-96.7722361
MLS Listing,,Multi-Family (2-4 Unit),3027 Allister St,Dallas,TX,75229,225000,3,2.0,Chapel Forest 0 128 Ac,1282,5271,1984,4,176,,Active,,,http://www.redfin.com/TX/Dallas/3027-Allister-St-75229/home/30934718,NTREIS,14665332,N,Y,32.90802,-96.874471
MLS Listing,,Condo/Co-op,6466 Bordeaux Ave,Dallas,TX,75209,235000,2,1.0,Bordeaux Village Condos,1029,609840,1951,4,228,284,Active,,,http://www.redfin.com/TX/Dallas/6466-Bordeaux-Ave-75209/home/31138059,NTREIS,14665931,N,Y,32.8355432,-96.8261302
MLS Listing,,Single Family Residential,2843 Mira Vista Ln,Rockwall,TX,75032,637000,4,4.0,Lago Vista,3866,19994,2000,4,165,18,Active,,,http://www.redfin.com/TX/Rockwall/2843-Mira-Vista-Ln-75032/home/33932756,NTREIS,14662305,N,Y,32.8884048,-96.4786117
MLS Listing,,Condo/Co-op,15221 Berry Trl #506,Dallas,TX,75248,180000,2,2.0,Preston Bend Village Ph 02,1052,220283,1981,4,171,309,Active,September-12-2021 03:00 PM,September-12-2021 05:00 PM,http://www.redfin.com/TX/Dallas/15221-Berry-Trl-75248/unit-506/home/31129025,NTREIS,14665288,N,Y,32.9555491,-96.8017854
MLS Listing,,Single Family Residential,3470 Timberview Rd,Dallas,TX,75229,470000,4,2.0,Timberbrook 4th Inst Rev,1764,9714,1956,4,266,,Active,,,http://www.redfin.com/TX/Dallas/3470-Timberview-Rd-75229/home/30929283,NTREIS,14666664,N,Y,32.8847553,-96.8628602
MLS Listing,,Single Family Residential,7339 Emory Oak Ln,Dallas,TX,75249,220000,3,2.0,Woods,1667,6839,1978,4,132,,Active,September-12-2021 12:00 AM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/7339-Emory-Oak-Ln-75249/home/31117179,NTREIS,14657097,N,Y,32.6292181,-96.9513817
MLS Listing,,Single Family Residential,3434 Granada Ave,University Park,TX,75205,700000,2,2.5,University Annex 02 Inst Rep,1776,4312,1978,4,394,,Active,,,http://www.redfin.com/TX/Dallas/3434-Granada-Ave-75205/home/32099748,NTREIS,14634105,N,Y,32.8419917,-96.7886996
MLS Listing,,Condo/Co-op,5859 Frankford Rd #601,Dallas,TX,75252,235000,2,2.0,Cobblestone Square,1124,43560,1985,4,209,202,Active,,,http://www.redfin.com/TX/Dallas/5859-Frankford-Rd-75252/unit-601/home/32016523,NTREIS,14664374,N,Y,32.998927,-96.803671
MLS Listing,,Vacant Land,3604 Wendelkin St,Dallas,TX,75215,75000,0,,Dukes J C,,8015,,4,,,Active,,,http://www.redfin.com/TX/Dallas/3604-Wendelkin-St-75215/home/30795920,NTREIS,14666084,N,Y,32.7583569,-96.770476
MLS Listing,,Condo/Co-op,2525 N Pearl St #1605,Dallas,TX,75201,3495000,2,3.5,Residences Condo In Uptown,3552,,2005,4,984,3778,Active,,,http://www.redfin.com/TX/Dallas/2525-N-Pearl-St-75201/unit-1605/home/30783277,NTREIS,14660575,N,Y,32.792511,-96.803605
MLS Listing,,Townhouse,15739 Seabolt #29,Addison,TX,75001,360000,2,2.5,Townhomes Of District A Ph 01-11,1677,262623,2005,4,215,340,Active,,,http://www.redfin.com/TX/Addison/15739-Seabolt-Pl-75001/unit-29/home/30765868,NTREIS,14665684,N,Y,32.9630836,-96.8252942
MLS Listing,,Single Family Residential,2650 Andrea Ln,Dallas,TX,75228,279000,4,2.0,Casa View Oaks 08,1454,9365,1955,4,192,,Active,,,http://www.redfin.com/TX/Dallas/2650-Andrea-Ln-75228/home/31002647,NTREIS,14663968,N,Y,32.8274712,-96.6683643
MLS Listing,,Single Family Residential,3234 San Vicente Ave,Dallas,TX,75228,289000,3,2.0,Casa View Heights Instl 10,1495,8712,1955,4,193,,Active,,,http://www.redfin.com/TX/Dallas/3234-San-Vicente-Ave-75228/home/31003552,NTREIS,14648715,N,Y,32.8336873,-96.6607843
MLS Listing,,Single Family Residential,9724 Gatecrest Dr,Dallas,TX,75238,849000,3,2.0,White Rock North,3069,9017,1959,4,277,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/9724-Gatecrest-Dr-75238/home/30881946,NTREIS,14661744,N,Y,32.8715765,-96.7191089
MLS Listing,,Single Family Residential,1970 Kessler Heights Ln,Dallas,TX,75208,624000,3,3.5,High Grove,2482,2222,2017,4,251,125,Active,,,http://www.redfin.com/TX/Dallas/1970-Kessler-Heights-Ln-75208/home/143838008,NTREIS,14665642,N,Y,32.7513389,-96.8511495
MLS Listing,,Single Family Residential,4535 Frank St,Dallas,TX,75210,218000,3,2.0,Magnolia Park,1357,,2021,4,161,,Active,,,http://www.redfin.com/TX/Dallas/4535-Frank-St-75210/home/30815880,NTREIS,14663509,N,Y,32.777268,-96.743977
MLS Listing,,Townhouse,2170 Helsminster Dr,Dallas,TX,75201,635000,3,3.5,Intown Homes Farmers Market,2311,1612,2013,4,275,170,Active,,,http://www.redfin.com/TX/Dallas/2170-Helsminster-Dr-75201/home/59419677,NTREIS,14663114,N,Y,32.7791826,-96.7896829
MLS Listing,,Single Family Residential,3204 Flowerdale Ln,Dallas,TX,75229,465000,4,3.0,Royal Chapel Estates,2135,11369,1968,4,218,,Active,,,http://www.redfin.com/TX/Dallas/3204-Flowerdale-Ln-75229/home/30930141,NTREIS,14666399,N,Y,32.8939161,-96.8727342
MLS Listing,,Condo/Co-op,5128 Westgrove Dr,Dallas,TX,75248,425000,2,2.5,Lakes of Bent Tree Condos,1918,417784,1982,4,222,536,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/5128-Westgrove-Dr-75248/home/31174171,NTREIS,14660886,N,Y,32.9773028,-96.8209399
MLS Listing,,Single Family Residential,4659 Westside Dr,Highland Park,TX,75209,875000,2,2.0,Highland Park,1574,6882,1945,4,556,,Active,,,http://www.redfin.com/TX/Dallas/4659-Westside-Dr-75209/home/32070128,NTREIS,14646573,N,Y,32.8277521,-96.8182898
MLS Listing,,Single Family Residential,2533 Norwood Dr,Dallas,TX,75228,265000,4,2.0,Casa View Hills,1824,7231,1955,4,145,,Active,,,http://www.redfin.com/TX/Dallas/2533-Norwood-Dr-75228/home/30865789,NTREIS,14666305,N,Y,32.8395647,-96.6706824
MLS Listing,,Vacant Land,4318 Sexton Ln,Dallas,TX,75229,355000,0,,Northcrest,,6708,,4,,,Active,,,http://www.redfin.com/TX/Dallas/4318-Sexton-Ln-75229/home/32471042,NTREIS,14665923,N,Y,32.8865819,-96.8358118
MLS Listing,,Single Family Residential,3445 Pinebrook Dr,Dallas,TX,75241,190000,3,1.5,Highland Hills 19,1122,5401,2004,5,169,,Active,September-12-2021 02:00 PM,September-12-2021 05:00 PM,http://www.redfin.com/TX/Dallas/3445-Pinebrook-Dr-75241/home/30730447,NTREIS,14663348,N,Y,32.6664306,-96.7670616
MLS Listing,,Condo/Co-op,2408 Victory Park Ln #1435,Dallas,TX,75219,3995000,4,5.5,South Tower Residences,5916,71395,2005,5,675,5799,Active,,,http://www.redfin.com/TX/Dallas/2408-Victory-Park-Ln-75219/unit-1435/home/30775491,NTREIS,14645870,N,Y,32.787755,-96.8091541
MLS Listing,,Single Family Residential,3625 Beverly Dr,Highland Park,TX,75205,8395000,5,7.5,Highland Park,8932,20996,1985,5,940,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/3625-Beverly-Dr-75205/home/32065668,NTREIS,14665633,N,Y,32.8318623,-96.7923639
MLS Listing,,Single Family Residential,5179 Chalet Ln,Dallas,TX,75232,374900,4,3.0,Highland Oaks 04,2395,8712,1966,5,157,,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/5179-Chalet-Ln-75232/home/30903014,NTREIS,14666118,N,Y,32.6803534,-96.8474748
MLS Listing,,Condo/Co-op,1717 Arts Plz #1904,Dallas,TX,75201,800000,2,2.0,One Arts Plaza Condo,1636,,2007,5,489,1185,Active,,,http://www.redfin.com/TX/Dallas/1717-Arts-Plz-75201/unit-1904/home/30782833,NTREIS,14655707,N,Y,32.7923941,-96.7949146
MLS Listing,,Vacant Land,2788 E Overton Rd,Dallas,TX,75216,160000,0,,Oak Cliff Estates,,57499,,5,,,Active,,,http://www.redfin.com/TX/Dallas/2788-E-Overton-Rd-75216/home/30904146,NTREIS,14664986,N,Y,32.7121326,-96.7798711
MLS Listing,,Single Family Residential,8506 Londonderry Ln,Dallas,TX,75228,364900,4,2.0,White Rock Village 02,2681,7667,1977,5,136,,Active,,,http://www.redfin.com/TX/Dallas/8506-Londonderry-Ln-75228/home/31011255,NTREIS,14666081,N,Y,32.8007603,-96.6932825
MLS Listing,,Condo/Co-op,5120 Westgrove Dr,Dallas,TX,75248,440000,2,3.0,Lakes Of Bent Tree Condo,2228,417784,1982,5,197,595,Active,September-12-2021 02:00 PM,September-12-2021 04:00 PM,http://www.redfin.com/TX/Dallas/5120-Westgrove-Dr-75248/home/31174159,NTREIS,14663651,N,Y,32.9772133,-96.8210505
MLS Listing,,Single Family Residential,7044 Day St,Dallas,TX,75227,115000,3,1.0,Urbandale Add 04 Instl,1290,12850,1950,5,89,,Active,,,http://www.redfin.com/TX/Dallas/7044-Day-St-75227/home/30885839,NTREIS,14662003,N,Y,32.7670779,-96.6981921
MLS Listing,,Single Family Residential,11033 Trail Ln,Balch Springs,TX,75180,350000,2,1.0,Balch Springs,780,86249,1950,5,449,,Active,,,http://www.redfin.com/TX/Balch-Springs/11033-Trail-Ln-75180/home/32140800,NTREIS,14664429,N,Y,32.7102631,-96.6365303
MLS Listing,,Condo/Co-op,4906 Live Oak St #7,Dallas,TX,75206,475000,2,2.5,METRO ON LIVE OAK CONDO,1813,,2018,5,262,220,Active,September-12-2021 12:00 PM,September-12-2021 02:00 PM,http://www.redfin.com/TX/Dallas/4906-Live-Oak-St-75206/unit-7/home/147237697,NTREIS,14665901,N,Y,32.8029797,-96.7717778
MLS Listing,,Condo/Co-op,5817 Sandhurst Ln Unit C,Dallas,TX,75206,220000,2,2.0,Sandhurst Plaza Condo,1166,166486,1967,5,189,260,Active,,,http://www.redfin.com/TX/Dallas/5817-Sandhurst-Ln-75206/unit-C/home/30868407,NTREIS,14661662,N,Y,32.8445216,-96.767599
MLS Listing,,Townhouse,3725 TURTLE CREEK Blvd Unit A,Dallas,TX,75219,2495000,4,6.0,Bel-Air On Turtle Creek,5157,20386,1998,5,484,500,Active,,,http://www.redfin.com/TX/Dallas/3725-Turtle-Creek-Blvd-75219/unit-A/home/31122707,NTREIS,14628646,N,Y,32.8134988,-96.8016232
MLS Listing,,Single Family Residential,1815 Prairie View Dr,Dallas,TX,75235,199900,2,1.0,Arlington Park,784,6360,1951,5,255,,Active,,,http://www.redfin.com/TX/Dallas/1815-Prairie-View-Dr-75235/home/31053333,NTREIS,14665858,N,Y,32.8159213,-96.8502372
MLS Listing,,Single Family Residential,1136 La Rioja Dr,Dallas,TX,75217,300900,3,2.0,Hacienda Del Sol Ph 1,1896,5489,2016,5,159,25,Active,,,http://www.redfin.com/TX/Dallas/1136-La-Rioja-Dr-75217/home/30774857,NTREIS,14665833,N,Y,32.6935288,-96.6660255
MLS Listing,,Single Family Residential,6823 Mimosa Ln,Dallas,TX,75230,1700000,5,5.5,Pemberton Add,5559,11500,2008,5,306,,Active,September-12-2021 01:00 PM,September-12-2021 03:00 PM,http://www.redfin.com/TX/Dallas/6823-Mimosa-Ln-75230/home/30875600,NTREIS,14665802,N,Y,32.8835103,-96.7875055
MLS Listing,,Single Family Residential,2054 Leath St,Dallas,TX,75212,220000,3,1.0,Roosevelt Manor 1st Inst,1176,5401,1949,5,187,,Active,,,http://www.redfin.com/TX/Dallas/2054-Leath-St-75212/home/30976637,NTREIS,14665799,N,Y,32.7893416,-96.8557259
MLS Listing,,Single Family Residential,614 Bishop Heights Ln,Dallas,TX,75208,699000,4,3.5,Bishop Heights 4 Add,2638,5140,2017,5,265,125,Active,,,http://www.redfin.com/TX/Dallas/614-Bishop-Heights-Ln-75208/home/103638833,NTREIS,14665266,N,Y,32.7537817,-96.8319497
